StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
51.0,6.5,0.0,2.0,1.0,77.0,4.8,No,Yes,56.0,65.0,NotPlaced
52.0,8.2,1.0,3.0,0.0,65.0,4.1,Yes,No,66.0,65.0,NotPlaced
53.0,8.1,2.0,3.0,2.0,90.0,4.7,Yes,Yes,82.0,82.0,Placed
54.0,6.5,1.0,2.0,1.0,80.0,4.5,Yes,Yes,72.0,67.0,
55.0,6.5,,2.0,1.0,72.0,4.5,No,No,57.0,69.0,NotPlaced
56.0,8.8,2.0,3.0,2.0,90.0,4.8,Yes,Yes,86.0,88.0,Placed
57.0,8.0,1.0,1.0,0.0,74.0,4.5,Yes,Yes,55.0,65.0,NotPlaced
58.0,8.4,2.0,2.0,2.0,81.0,4.6,Yes,Yes,77.0,82.0,Placed
59.0,8.0,1.0,1.0,0.0,86.0,4.2,No,No,55.0,83.0,NotPlaced
60.0,6.6,0.0,1.0,0.0,76.0,3.9,No,Yes,,,Placed
,7.7,2.0,2.0,0.0,86.0,4.0,Yes,Yes,79.0,64.0,NotPlaced
62.0,8.2,1.0,2.0,,86.0,4.3,Yes,Yes,86.0,63.0,Placed
63.0,7.2,1.0,2.0,0.0,74.0,4.1,,No,70.0,65.0,NotPlaced
64.0,6.6,1.0,,1.0,,4.1,No,No,55.0,75.0,NotPlaced
65.0,7.6,1.0,2.0,0.0,77.0,4.6,Yes,No,84.0,67.0,NotPlaced
66.0,8.0,0.0,3.0,0.0,68.0,4.2,Yes,No,64.0,83.0,Placed
67.0,7.8,2.0,3.0,2.0,87.0,4.8,Yes,No,90.0,83.0,NotPlaced
68.0,7.2,1.0,1.0,0.0,82.0,4.6,Yes,Yes,57.0,64.0,NotPlaced
69.0,,1.0,1.0,0.0,74.0,4.1,No,Yes,57.0,68.0,Placed
70.0,8.4,1.0,1.0,2.0,67.0,3.8,Yes,Yes,76.0,69.0,NotPlaced
,7.5,1.0,1.0,1.0,69.0,4.3,No,Yes,71.0,76.0,NotPlaced
72.0,6.7,0.0,2.0,,79.0,,No,No,78.0,67.0,NotPlaced
73.0,8.1,2.0,3.0,2.0,90.0,4.8,Yes,,80.0,86.0,Placed
74.0,7.5,1.0,,0.0,73.0,4.4,No,No,66.0,84.0,NotPlaced
75.0,7.4,,1.0,,75.0,4.2,No,Yes,65.0,84.0,NotPlaced
76.0,6.5,1.0,1.0,0.0,,4.5,No,Yes,57.0,68.0,NotPlaced
77.0,8.1,,3.0,1.0,90.0,4.6,Yes,Yes,73.0,86.0,Placed
78.0,6.9,1.0,,0.0,83.0,3.5,No,Yes,61.0,71.0,NotPlaced
79.0,8.2,1.0,3.0,0.0,83.0,4.8,Yes,Yes,71.0,84.0,
80.0,7.6,1.0,2.0,1.0,72.0,3.9,No,Yes,58.0,66.0,NotPlaced
81.0,6.6,1.0,1.0,1.0,69.0,3.6,No,Yes,55.0,72.0,NotPlaced
82.0,6.7,1.0,2.0,1.0,74.0,4.8,Yes,Yes,72.0,64.0,Placed
,8.2,2.0,3.0,2.0,76.0,4.5,Yes,Yes,73.0,82.0,NotPlaced
84.0,8.3,,3.0,1.0,90.0,4.2,Yes,Yes,82.0,83.0,Placed
85.0,7.6,0.0,2.0,0.0,86.0,4.8,Yes,Yes,57.0,72.0,Placed
86.0,6.7,1.0,3.0,0.0,87.0,4.6,Yes,No,81.0,69.0,NotPlaced
87.0,8.1,0.0,2.0,1.0,84.0,3.8,No,No,71.0,68.0,NotPlaced
88.0,8.5,1.0,2.0,2.0,79.0,3.9,Yes,Yes,76.0,66.0,Placed
89.0,8.8,1.0,3.0,0.0,76.0,4.7,Yes,Yes,75.0,84.0,Placed
90.0,7.2,1.0,2.0,0.0,68.0,4.2,Yes,Yes,57.0,,NotPlaced
91.0,7.6,1.0,1.0,0.0,80.0,4.5,Yes,Yes,66.0,67.0,NotPlaced
92.0,7.1,1.0,1.0,0.0,,3.3,No,No,55.0,66.0,NotPlaced
93.0,8.1,1.0,3.0,2.0,89.0,4.6,Yes,Yes,86.0,80.0,Placed
94.0,7.4,1.0,3.0,0.0,83.0,4.2,No,Yes,65.0,82.0,NotPlaced
95.0,7.7,2.0,2.0,2.0,85.0,4.8,Yes,Yes,74.0,83.0,NotPlaced
,7.5,0.0,1.0,1.0,75.0,3.3,No,Yes,61.0,73.0,NotPlaced
97.0,7.5,1.0,1.0,0.0,64.0,4.0,No,,73.0,66.0,NotPlaced
98.0,7.8,2.0,2.0,2.0,,4.8,Yes,No,81.0,82.0,Placed
99.0,7.7,1.0,3.0,1.0,89.0,4.6,,Yes,61.0,84.0,Placed
100.0,7.9,0.0,1.0,2.0,83.0,4.8,Yes,No,58.0,81.0,NotPlaced
101.0,7.4,1.0,2.0,1.0,63.0,3.9,No,No,55.0,67.0,NotPlaced
102.0,7.3,1.0,1.0,0.0,80.0,4.7,No,Yes,64.0,65.0,NotPlaced
103.0,6.5,1.0,1.0,1.0,62.0,3.8,No,Yes,58.0,65.0,NotPlaced
104.0,7.5,2.0,1.0,1.0,76.0,4.2,Yes,Yes,57.0,80.0,NotPlaced
105.0,6.5,1.0,1.0,0.0,68.0,4.1,No,No,61.0,66.0,NotPlaced
106.0,8.5,2.0,3.0,2.0,90.0,4.8,Yes,Yes,72.0,87.0,
107.0,6.7,0.0,1.0,1.0,74.0,,No,No,,70.0,NotPlaced
108.0,6.5,0.0,,0.0,82.0,4.4,No,No,65.0,69.0,NotPlaced
109.0,8.1,1.0,3.0,2.0,90.0,,Yes,Yes,79.0,84.0,Placed
110.0,8.7,2.0,3.0,2.0,90.0,4.8,Yes,Yes,79.0,85.0,Placed
111.0,8.0,1.0,1.0,3.0,84.0,4.0,No,Yes,57.0,61.0,NotPlaced
112.0,,1.0,3.0,1.0,81.0,4.2,Yes,Yes,69.0,65.0,NotPlaced
113.0,,1.0,1.0,1.0,81.0,4.1,Yes,No,55.0,62.0,NotPlaced
114.0,8.6,2.0,3.0,0.0,81.0,4.7,,,71.0,83.0,Placed
115.0,6.7,2.0,1.0,2.0,76.0,4.8,Yes,No,55.0,,NotPlaced
,7.6,1.0,1.0,1.0,67.0,3.5,No,No,55.0,67.0,NotPlaced
117.0,8.8,1.0,3.0,2.0,90.0,4.6,Yes,Yes,83.0,83.0,Placed
118.0,6.5,1.0,2.0,0.0,65.0,4.4,No,Yes,61.0,68.0,
119.0,6.5,1.0,2.0,1.0,78.0,4.2,No,No,62.0,62.0,NotPlaced
120.0,7.4,1.0,2.0,1.0,75.0,4.2,No,Yes,55.0,74.0,NotPlaced
121.0,8.7,2.0,3.0,2.0,81.0,4.7,Yes,Yes,85.0,79.0,Placed
122.0,8.0,1.0,1.0,1.0,,4.2,No,Yes,59.0,66.0,NotPlaced
,7.7,,3.0,2.0,90.0,4.8,Yes,No,80.0,85.0,Placed
124.0,7.3,1.0,1.0,0.0,64.0,3.2,No,Yes,58.0,67.0,NotPlaced
125.0,8.4,2.0,1.0,2.0,76.0,4.1,No,No,56.0,63.0,NotPlaced
126.0,,1.0,2.0,0.0,73.0,4.0,No,Yes,,75.0,Placed
127.0,7.5,1.0,1.0,1.0,68.0,4.7,No,No,58.0,64.0,NotPlaced
128.0,7.4,0.0,1.0,0.0,79.0,,No,No,63.0,73.0,NotPlaced
,7.4,1.0,1.0,1.0,64.0,4.3,,Yes,73.0,,NotPlaced
130.0,8.5,1.0,2.0,2.0,90.0,,Yes,Yes,80.0,86.0,Placed
131.0,8.0,1.0,3.0,0.0,80.0,4.4,Yes,Yes,85.0,84.0,
132.0,6.5,1.0,1.0,1.0,72.0,3.8,No,No,64.0,67.0,NotPlaced
133.0,8.4,1.0,1.0,0.0,81.0,4.6,Yes,No,78.0,82.0,Placed
134.0,8.7,0.0,3.0,2.0,88.0,,No,No,87.0,84.0,NotPlaced
135.0,8.0,0.0,1.0,0.0,60.0,,No,,57.0,70.0,NotPlaced
136.0,8.4,2.0,3.0,1.0,88.0,4.6,Yes,Yes,74.0,82.0,NotPlaced
137.0,8.2,2.0,3.0,2.0,90.0,4.4,Yes,Yes,90.0,81.0,Placed
138.0,8.1,2.0,2.0,2.0,90.0,4.5,Yes,Yes,,82.0,Placed
139.0,7.9,1.0,3.0,1.0,75.0,3.7,No,Yes,62.0,65.0,NotPlaced
140.0,8.9,2.0,3.0,2.0,90.0,4.8,Yes,Yes,69.0,85.0,Placed
141.0,6.5,1.0,1.0,,72.0,4.5,No,No,66.0,70.0,NotPlaced
142.0,7.6,1.0,1.0,0.0,73.0,4.3,No,,55.0,76.0,Placed
143.0,8.4,1.0,3.0,2.0,90.0,4.6,Yes,Yes,67.0,80.0,Placed
144.0,7.8,2.0,3.0,0.0,77.0,4.8,Yes,Yes,79.0,87.0,NotPlaced
145.0,8.4,1.0,2.0,1.0,74.0,4.3,Yes,Yes,59.0,80.0,Placed
146.0,7.6,1.0,2.0,0.0,74.0,3.7,No,Yes,58.0,74.0,Placed
147.0,7.9,1.0,1.0,1.0,62.0,4.6,Yes,Yes,87.0,82.0,
148.0,7.9,1.0,3.0,1.0,80.0,4.2,Yes,Yes,56.0,82.0,Placed
149.0,8.0,2.0,1.0,2.0,90.0,4.8,Yes,Yes,74.0,81.0,NotPlaced
150.0,7.9,2.0,1.0,0.0,83.0,4.0,Yes,Yes,63.0,70.0,NotPlaced
151.0,8.4,2.0,3.0,2.0,90.0,4.8,Yes,Yes,90.0,85.0,Placed
152.0,8.6,0.0,3.0,,90.0,4.8,Yes,Yes,73.0,78.0,Placed
153.0,7.8,0.0,1.0,0.0,81.0,3.9,Yes,Yes,79.0,65.0,Placed
154.0,8.1,2.0,3.0,3.0,90.0,4.8,Yes,Yes,80.0,83.0,Placed
155.0,7.2,1.0,3.0,1.0,75.0,4.2,,Yes,64.0,84.0,NotPlaced
156.0,7.7,0.0,1.0,0.0,81.0,4.8,,Yes,69.0,63.0,Placed
157.0,8.4,1.0,3.0,2.0,90.0,4.5,Yes,Yes,79.0,86.0,Placed
158.0,8.0,1.0,3.0,1.0,87.0,4.6,Yes,Yes,72.0,83.0,NotPlaced
159.0,7.8,0.0,1.0,1.0,72.0,4.0,No,,61.0,69.0,NotPlaced
160.0,6.5,,1.0,0.0,63.0,3.5,No,No,56.0,64.0,NotPlaced
161.0,6.5,0.0,3.0,0.0,71.0,,No,Yes,57.0,74.0,NotPlaced
162.0,7.9,1.0,2.0,1.0,,4.0,Yes,Yes,60.0,71.0,NotPlaced
163.0,6.7,1.0,1.0,0.0,75.0,4.2,No,No,56.0,64.0,NotPlaced
164.0,6.9,0.0,1.0,0.0,,4.1,No,Yes,55.0,,Placed
165.0,6.5,1.0,1.0,2.0,85.0,4.3,Yes,No,62.0,72.0,Placed
166.0,6.5,0.0,1.0,1.0,79.0,3.9,No,No,55.0,,NotPlaced
167.0,7.3,1.0,1.0,1.0,71.0,3.6,No,No,65.0,64.0,NotPlaced
168.0,8.3,2.0,3.0,0.0,71.0,4.6,Yes,Yes,77.0,,Placed
169.0,7.5,1.0,1.0,,74.0,3.9,No,No,63.0,65.0,NotPlaced
170.0,8.0,2.0,3.0,3.0,76.0,4.1,Yes,Yes,78.0,61.0,NotPlaced
171.0,8.3,1.0,2.0,1.0,69.0,3.8,No,Yes,76.0,71.0,NotPlaced
172.0,6.6,0.0,3.0,0.0,87.0,4.5,No,No,80.0,82.0,NotPlaced
173.0,7.4,,3.0,0.0,90.0,4.6,No,No,65.0,70.0,NotPlaced
174.0,8.0,1.0,,1.0,78.0,,No,No,66.0,,NotPlaced
175.0,8.0,2.0,3.0,2.0,90.0,4.8,Yes,Yes,78.0,86.0,Placed
176.0,6.7,1.0,2.0,0.0,73.0,4.5,No,Yes,55.0,65.0,NotPlaced
177.0,8.3,1.0,2.0,3.0,78.0,3.8,Yes,No,67.0,65.0,NotPlaced
178.0,8.5,1.0,3.0,2.0,90.0,4.8,Yes,Yes,61.0,86.0,
,,2.0,1.0,2.0,90.0,,Yes,No,55.0,65.0,NotPlaced
180.0,7.4,1.0,1.0,0.0,60.0,3.4,No,No,58.0,62.0,NotPlaced
181.0,8.4,0.0,1.0,2.0,88.0,4.8,Yes,Yes,74.0,82.0,Placed
182.0,8.2,1.0,3.0,0.0,82.0,4.8,Yes,Yes,70.0,73.0,Placed
183.0,,1.0,1.0,0.0,74.0,4.2,No,Yes,74.0,61.0,NotPlaced
184.0,7.7,1.0,1.0,0.0,71.0,4.7,No,Yes,57.0,69.0,NotPlaced
185.0,7.3,1.0,2.0,2.0,67.0,4.5,No,,63.0,66.0,NotPlaced
186.0,6.5,0.0,1.0,0.0,78.0,3.7,Yes,Yes,75.0,69.0,NotPlaced
187.0,6.5,,1.0,1.0,68.0,4.1,No,No,55.0,,NotPlaced
188.0,7.5,1.0,1.0,0.0,76.0,4.3,No,Yes,73.0,79.0,NotPlaced
189.0,7.8,1.0,1.0,1.0,65.0,3.9,No,No,55.0,70.0,NotPlaced
190.0,6.8,1.0,1.0,0.0,78.0,4.3,No,No,61.0,62.0,NotPlaced
191.0,8.4,2.0,3.0,2.0,90.0,4.1,Yes,Yes,76.0,82.0,Placed
192.0,7.8,2.0,2.0,2.0,80.0,4.6,No,Yes,59.0,74.0,Placed
,7.5,1.0,2.0,0.0,77.0,4.2,Yes,Yes,58.0,63.0,NotPlaced
194.0,8.9,0.0,1.0,2.0,80.0,4.8,Yes,Yes,,82.0,Placed
195.0,6.5,0.0,1.0,0.0,75.0,3.7,No,No,,62.0,NotPlaced
196.0,8.4,1.0,1.0,2.0,87.0,4.1,No,No,78.0,70.0,NotPlaced
197.0,8.1,0.0,1.0,0.0,71.0,3.6,Yes,No,69.0,67.0,NotPlaced
198.0,8.5,,3.0,0.0,86.0,4.2,Yes,Yes,60.0,85.0,Placed
199.0,7.6,1.0,1.0,1.0,82.0,4.8,Yes,Yes,79.0,86.0,Placed
200.0,7.8,2.0,3.0,0.0,79.0,4.3,Yes,No,87.0,87.0,NotPlaced
201.0,8.6,1.0,3.0,2.0,90.0,4.7,Yes,,68.0,84.0,Placed
202.0,7.9,,3.0,2.0,76.0,,Yes,Yes,79.0,82.0,Placed
203.0,6.5,0.0,2.0,2.0,75.0,4.5,Yes,,65.0,59.0,NotPlaced
204.0,,0.0,2.0,1.0,82.0,4.5,Yes,Yes,,87.0,Placed
205.0,8.2,1.0,1.0,0.0,81.0,4.3,Yes,Yes,60.0,70.0,Placed
206.0,7.6,1.0,1.0,0.0,64.0,4.1,No,No,69.0,67.0,NotPlaced
207.0,7.3,1.0,2.0,1.0,84.0,4.6,No,Yes,55.0,72.0,NotPlaced
,8.4,2.0,3.0,2.0,90.0,4.5,Yes,Yes,85.0,79.0,Placed
209.0,8.3,2.0,3.0,3.0,90.0,4.5,Yes,Yes,70.0,88.0,Placed
210.0,7.8,1.0,3.0,0.0,88.0,4.8,Yes,Yes,70.0,78.0,Placed
211.0,8.3,1.0,2.0,1.0,82.0,4.7,Yes,Yes,77.0,84.0,NotPlaced
212.0,7.5,1.0,1.0,1.0,69.0,4.1,No,No,55.0,75.0,NotPlaced
,8.6,2.0,3.0,2.0,78.0,4.8,Yes,Yes,82.0,81.0,NotPlaced
,7.8,2.0,2.0,,77.0,4.2,Yes,No,57.0,69.0,NotPlaced
215.0,6.6,1.0,1.0,1.0,71.0,4.3,No,No,70.0,66.0,NotPlaced
216.0,7.4,0.0,1.0,1.0,70.0,4.2,No,No,61.0,70.0,NotPlaced
217.0,6.9,1.0,,1.0,74.0,4.1,No,No,55.0,69.0,NotPlaced
218.0,,1.0,1.0,0.0,77.0,4.5,No,No,62.0,70.0,NotPlaced
219.0,8.3,1.0,2.0,2.0,88.0,4.1,Yes,Yes,80.0,79.0,Placed
220.0,7.9,2.0,2.0,,88.0,4.8,Yes,Yes,81.0,85.0,Placed
221.0,6.6,1.0,2.0,1.0,76.0,4.1,Yes,Yes,82.0,69.0,NotPlaced
222.0,8.0,2.0,3.0,2.0,86.0,4.8,Yes,Yes,62.0,83.0,Placed
223.0,7.5,1.0,2.0,0.0,86.0,3.8,No,No,55.0,68.0,NotPlaced
224.0,7.9,2.0,3.0,2.0,90.0,4.8,Yes,No,81.0,78.0,NotPlaced
225.0,8.3,1.0,3.0,2.0,78.0,3.9,Yes,Yes,60.0,61.0,Placed
226.0,7.4,1.0,1.0,0.0,74.0,3.5,No,,67.0,62.0,NotPlaced
227.0,8.0,2.0,2.0,2.0,,3.8,Yes,Yes,79.0,78.0,Placed
228.0,8.7,,3.0,2.0,87.0,4.7,Yes,Yes,80.0,84.0,Placed
229.0,7.4,1.0,2.0,0.0,77.0,4.5,No,Yes,,86.0,NotPlaced
230.0,7.9,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,88.0,Placed
231.0,7.5,1.0,1.0,1.0,70.0,4.6,No,No,59.0,66.0,NotPlaced
232.0,7.4,2.0,1.0,1.0,87.0,4.5,Yes,Yes,68.0,84.0,NotPlaced
233.0,7.7,0.0,1.0,1.0,69.0,4.8,Yes,Yes,78.0,65.0,NotPlaced
234.0,7.8,0.0,1.0,1.0,70.0,3.8,No,Yes,,73.0,NotPlaced
235.0,7.5,2.0,3.0,0.0,88.0,4.6,Yes,Yes,79.0,,NotPlaced
236.0,8.2,2.0,3.0,1.0,69.0,4.0,Yes,Yes,77.0,82.0,NotPlaced
237.0,7.8,,3.0,2.0,75.0,4.3,Yes,Yes,77.0,86.0,NotPlaced
,7.6,1.0,1.0,0.0,72.0,4.6,Yes,Yes,68.0,84.0,NotPlaced
239.0,8.5,2.0,3.0,2.0,90.0,,Yes,Yes,80.0,79.0,Placed
240.0,,0.0,,1.0,71.0,,No,Yes,76.0,70.0,NotPlaced
241.0,7.6,1.0,3.0,,82.0,4.5,No,Yes,56.0,72.0,NotPlaced
242.0,7.6,0.0,2.0,0.0,80.0,3.7,Yes,No,85.0,61.0,NotPlaced
243.0,7.3,1.0,2.0,0.0,71.0,,No,Yes,58.0,67.0,NotPlaced
244.0,8.1,1.0,2.0,1.0,78.0,3.5,No,Yes,71.0,70.0,NotPlaced
245.0,7.6,2.0,3.0,0.0,88.0,4.4,,Yes,80.0,68.0,Placed
246.0,7.4,1.0,2.0,0.0,77.0,3.8,No,Yes,59.0,63.0,NotPlaced
247.0,8.4,0.0,2.0,1.0,85.0,4.3,Yes,Yes,62.0,81.0,Placed
248.0,6.7,1.0,2.0,1.0,73.0,4.3,No,Yes,71.0,66.0,NotPlaced
249.0,6.5,1.0,1.0,0.0,70.0,4.7,No,Yes,79.0,64.0,NotPlaced
250.0,7.4,1.0,2.0,1.0,68.0,3.4,,Yes,57.0,61.0,
251.0,8.4,2.0,3.0,1.0,76.0,4.1,Yes,Yes,68.0,64.0,NotPlaced
252.0,6.5,1.0,1.0,0.0,68.0,4.3,No,Yes,55.0,70.0,NotPlaced
253.0,6.6,,2.0,,82.0,4.4,Yes,Yes,74.0,82.0,NotPlaced
254.0,8.1,0.0,2.0,2.0,80.0,4.4,Yes,No,82.0,85.0,Placed
255.0,6.5,1.0,1.0,0.0,74.0,4.2,,,59.0,65.0,
256.0,8.5,1.0,3.0,,,4.5,Yes,Yes,75.0,84.0,NotPlaced
257.0,8.7,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,81.0,Placed
258.0,7.5,1.0,2.0,3.0,86.0,4.8,No,Yes,60.0,67.0,NotPlaced
259.0,8.1,2.0,3.0,2.0,90.0,4.8,Yes,Yes,86.0,88.0,Placed
260.0,8.2,1.0,3.0,1.0,83.0,4.1,Yes,Yes,77.0,83.0,NotPlaced
261.0,8.7,2.0,1.0,0.0,66.0,4.8,Yes,No,70.0,59.0,NotPlaced
262.0,6.6,0.0,1.0,2.0,72.0,4.2,No,Yes,86.0,88.0,Placed
263.0,8.1,0.0,2.0,3.0,78.0,4.1,Yes,Yes,,78.0,Placed
264.0,6.5,1.0,3.0,,80.0,3.7,No,No,59.0,66.0,NotPlaced
265.0,7.4,1.0,1.0,0.0,88.0,4.5,No,Yes,76.0,71.0,Placed
266.0,8.2,2.0,3.0,2.0,80.0,4.8,Yes,Yes,79.0,84.0,Placed
267.0,6.8,2.0,2.0,2.0,80.0,4.6,No,Yes,61.0,69.0,
268.0,8.0,1.0,2.0,1.0,76.0,4.5,No,Yes,68.0,75.0,NotPlaced
269.0,8.5,1.0,3.0,0.0,82.0,4.4,Yes,Yes,68.0,88.0,Placed
270.0,6.6,1.0,2.0,1.0,65.0,4.1,No,No,56.0,58.0,NotPlaced
271.0,8.4,1.0,2.0,0.0,79.0,,No,Yes,60.0,64.0,NotPlaced
272.0,7.8,1.0,,1.0,,3.7,No,Yes,,59.0,NotPlaced
273.0,7.7,1.0,2.0,0.0,81.0,3.8,Yes,Yes,65.0,59.0,NotPlaced
274.0,6.8,1.0,1.0,0.0,73.0,3.7,No,Yes,55.0,65.0,NotPlaced
275.0,7.3,1.0,2.0,1.0,71.0,,No,No,59.0,57.0,NotPlaced
276.0,6.5,2.0,2.0,,79.0,4.5,Yes,Yes,83.0,87.0,Placed
277.0,8.3,2.0,1.0,1.0,83.0,4.5,Yes,Yes,82.0,86.0,NotPlaced
278.0,7.3,1.0,2.0,,79.0,3.8,No,Yes,58.0,73.0,NotPlaced
279.0,6.8,1.0,2.0,1.0,65.0,3.9,Yes,Yes,71.0,85.0,Placed
280.0,8.7,1.0,3.0,2.0,90.0,4.8,Yes,Yes,69.0,88.0,Placed
281.0,8.3,2.0,3.0,1.0,90.0,4.8,Yes,No,55.0,80.0,Placed
282.0,8.2,1.0,2.0,1.0,79.0,3.8,Yes,Yes,55.0,70.0,NotPlaced
283.0,8.2,1.0,,2.0,86.0,4.4,No,No,76.0,82.0,NotPlaced
284.0,8.5,0.0,2.0,0.0,81.0,3.2,No,Yes,,63.0,NotPlaced
285.0,8.0,0.0,1.0,1.0,87.0,3.8,No,Yes,55.0,71.0,NotPlaced
286.0,7.9,1.0,1.0,0.0,77.0,,Yes,Yes,64.0,60.0,NotPlaced
287.0,7.7,1.0,1.0,2.0,82.0,4.4,No,No,55.0,70.0,NotPlaced
288.0,7.6,0.0,3.0,3.0,75.0,4.3,Yes,Yes,82.0,87.0,Placed
289.0,6.7,1.0,3.0,0.0,77.0,4.1,Yes,Yes,69.0,67.0,NotPlaced
290.0,8.5,0.0,2.0,2.0,75.0,4.5,Yes,No,76.0,83.0,Placed
291.0,8.8,1.0,2.0,2.0,90.0,4.8,Yes,No,75.0,,Placed
292.0,6.5,2.0,3.0,1.0,82.0,4.6,Yes,No,83.0,63.0,NotPlaced
293.0,7.5,0.0,1.0,1.0,80.0,4.2,Yes,No,84.0,64.0,NotPlaced
294.0,7.7,2.0,3.0,2.0,78.0,4.6,Yes,Yes,78.0,83.0,NotPlaced
295.0,7.7,0.0,1.0,0.0,79.0,4.8,No,Yes,58.0,71.0,NotPlaced
296.0,8.6,1.0,1.0,2.0,84.0,4.3,Yes,Yes,57.0,82.0,Placed
